"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000182087.8",1598.34889523065,0.361083710425721,0.0748519607327849,4.82397130136322,1.40727674989646e-06,4.30461123497742e-06
"ENSG00000183186.6",128.993199912987,-3.99297532472586,0.325608688415842,-12.2631104966902,1.42907031679393e-34,8.74254782038639e-34
"ENSG00000185198.7",0,NA,NA,NA,NA,NA
"ENSG00000185761.6",42.2696773204726,3.0369939581867,0.87910478124081,3.45464388659125,0.000551020105597505,0.00124578458656827
"ENSG00000185988.7",19.5761026715897,-3.50470938408511,0.802100815518901,-4.36941256794236,1.24581206001377e-05,3.59901261781755e-05
"ENSG00000196415.5",35.9944559925582,1.54788475398311,0.517312648314253,2.9921649103828,0.00277006582704275,0.00576173692024892
"ENSG00000197540.3",8.75670607200768,4.57264789850805,1.72072069638737,2.65740274299499,0.007874530775249,0.0148900218295617
"ENSG00000197561.2",79.5468701765783,4.15185790363723,0.517229892486014,8.02710354516005,9.98008483436732e-16,4.51273401206175e-15
"ENSG00000197766.3",93.9347231750148,2.58533156659959,0.377128925215068,6.85529906019601,7.11634863700361e-12,2.64321520802991e-11
"ENSG00000198683.2",141.162343578137,-0.389129187215402,0.257956817329539,-1.50850514920988,0.131425289800753,0.204003434914602
"ENSG00000198858.5",296.087998046983,0.10131572341975,0.175782114000353,0.576371060252162,0.564364401052818,0.682487182668524
"ENSG00000205922.4",0.544875028905337,2.06759132138297,4.85539401111253,0.42583389044244,0.670228889944722,NA
"ENSG00000206082.8",70.4993982812923,0.0858268950273566,0.354934188650596,0.24181072934579,0.808926824781871,0.832954354230838
"ENSG00000207357.1",5.19961409878876,0.968179492800655,1.42678011419451,0.678576525680863,0.49740622071462,0.623255987401451
"ENSG00000207507.1",1.5605738374344,-1.05786789242371,2.84489409285867,-0.371847899392528,0.71000609814534,0.768440408529929
"ENSG00000213638.4",51.9254476394026,0.459002272968438,0.407805386816438,1.12554244697863,0.260359240715422,0.351654039407843
"ENSG00000213726.4",2.1223567269433,-0.98600035247977,2.22720680582938,-0.442707138779866,0.657977578217364,0.743800740593542
"ENSG00000222329.1",0.167604037785474,0.429518747326761,4.99317745789509,0.0860211260161837,0.931449623339208,NA
"ENSG00000222720.1",0,NA,NA,NA,NA,NA
"ENSG00000223244.1",29.3390198394173,-0.235654603719803,0.566415524277967,-0.416045453592045,0.677376742963938,0.749438098598399
"ENSG00000225373.4",24.0079136337467,-0.168780399903341,0.63358139262331,-0.266391030210838,0.789938072586607,0.821535595490071
"ENSG00000227500.5",475.488076068679,-0.580762750921011,0.142860679903994,-4.06523860387126,4.79833466542693e-05,0.000131322843474842
"ENSG00000228300.9",190.632971533722,0.825075486532266,0.22382993467336,3.68617132349307,0.000227653125425832,0.000550602908006663
"ENSG00000233630.4",0.707059703457935,-3.43384774572522,4.89208294716457,-0.701919362940372,0.482729452795899,NA
"ENSG00000239367.2",0,NA,NA,NA,NA,NA
"ENSG00000240846.1",8.07250521379863,2.23881536664894,1.27352032223867,1.75797380501429,0.0787519665062497,0.132100072849193
"ENSG00000248015.2",38.8374836302321,0.587193745442591,0.493565800803723,1.18969698566312,0.234165510576698,0.329097474324008
"ENSG00000252539.1",0,NA,NA,NA,NA,NA
"ENSG00000252933.1",0.898404880634305,0.621990958080935,3.89873658472446,0.159536543329945,0.873246169578953,NA
"ENSG00000261204.1",1.58985248955066,1.80844363959359,2.90927578667503,0.621612996566557,0.534196373027489,0.653604974057164
"ENSG00000261526.1",27.8561467238198,1.28362731311357,0.584437225345301,2.19634762716418,0.0280670712148921,0.0503271621784272
"ENSG00000263414.1",2.57715494010548,4.31463946227904,2.49007509059574,1.73273467879508,0.0831428377143494,0.137251668607815
"ENSG00000265767.1",8.32653343887315,1.89309831121203,1.22444372285933,1.54608846112686,0.122083205141135,0.192373535373909
"ENSG00000266399.1",0,NA,NA,NA,NA,NA
"ENSG00000266926.1",5.02712017268812,0.456958663372655,1.44826118629634,0.315522274363537,0.752365141631225,0.790363381107549
"ENSG00000266927.2",0.188635495559932,0.515654887551383,4.98731651226132,0.103393254926501,0.917650865246284,NA
"ENSG00000266933.1",3.35479206657906,-1.48840852053603,1.92990125811085,-0.771235582276891,0.440567306972046,0.565666665741887
"ENSG00000266939.1",0.9221460200252,2.82582892817106,4.12252712418103,0.685460360368747,0.493053466153669,NA
"ENSG00000266945.2",0,NA,NA,NA,NA,NA
"ENSG00000266971.1",0.859051646701826,2.72889583425279,4.28037198652676,0.637537074544567,0.523775068648044,NA
"ENSG00000266990.1",1.77035894026128,-1.98984272819353,2.73404778720876,-0.727801005345628,0.466735409032559,0.591957104138855
"ENSG00000267007.1",0,NA,NA,NA,NA,NA
"ENSG00000267020.1",0,NA,NA,NA,NA,NA
"ENSG00000267029.3",0,NA,NA,NA,NA,NA
"ENSG00000267036.1",1.41411940691587,-4.43387047096401,3.6147768232806,-1.22659591109695,0.219974506798945,0.313388338453292
"ENSG00000267059.2",893.488292064362,-0.493730030526713,0.0985933737370687,-5.00774049829561,5.50727162926993e-07,1.73562499831537e-06
"ENSG00000267073.1",0.167604037785474,0.429518747326761,4.99317745789509,0.0860211260161837,0.931449623339208,NA
"ENSG00000267092.1",1.5801913796544,-1.00817624409693,2.82885645558913,-0.356390032482921,0.721548492925325,0.768440408529929
"ENSG00000267124.2",0,NA,NA,NA,NA,NA
"ENSG00000267125.1",0.356239533345405,1.4560849162721,4.89226916799831,0.297629763668105,0.765985755387556,NA
"ENSG00000267141.1",0.356239533345405,1.4560849162721,4.89226916799831,0.297629763668105,0.765985755387556,NA
"ENSG00000267159.1",0.707059703457935,-3.43384774572522,4.89208294716457,-0.701919362940372,0.482729452795899,NA
"ENSG00000267161.1",23.6912008341283,1.03489869192147,0.628670830363181,1.64616941321042,0.0997288846514661,0.159566215442346
"ENSG00000267232.1",0,NA,NA,NA,NA,NA
"ENSG00000267237.2",9.16779493082941,0.676776903621474,1.02250099776388,0.661883856447597,0.508045658608759,0.629008910658463
"ENSG00000267244.1",0.188635495559932,0.515654887551383,4.98731651226132,0.103393254926501,0.917650865246284,NA
"ENSG00000267290.1",1.43361879964339,-1.50140723032308,3.25396757795375,-0.461408171518178,0.644505789955739,0.743800740593542
"ENSG00000267305.1",0.707059703457935,-3.43384774572522,4.89208294716457,-0.701919362940372,0.482729452795899,NA
"ENSG00000267310.1",0,NA,NA,NA,NA,NA
"ENSG00000267317.1",31.2191816917511,2.41004780192994,0.610464698367185,3.94789053056813,7.88428390260374e-05,0.000204991381467697
"ENSG00000267372.1",0.335208075570947,1.37687047593986,4.89826648957796,0.281093419247284,0.778638748451402,NA
"ENSG00000267443.1",0,NA,NA,NA,NA,NA
"ENSG00000267447.1",0,NA,NA,NA,NA,NA
"ENSG00000267493.2",1.96299988349962,0.831274741207984,2.35505385489283,0.352974833030225,0.724107308037818,0.768440408529929
"ENSG00000267530.2",10.1185698320659,4.79033415622404,1.68102302480364,2.84965410083161,0.00437667982262441,0.00892499414809683
"ENSG00000267588.2",4.71977898017371,-2.18531621154147,1.59488140449361,-1.3702060889194,0.170622578133829,0.253496401798831
"ENSG00000267600.1",4.16742090157611,-0.0346668331405951,1.61464662228163,-0.0214702292515299,0.982870551602512,0.98821128247821
"ENSG00000267616.1",2.50104163361762,-0.378795970899069,2.01436195587252,-0.18804761964192,0.850839321919437,0.867522445878641
"ENSG00000267639.2",2.12518455805222,-0.98828528302917,2.22600345293865,-0.443972933521055,0.657062152833457,0.743800740593542
"ENSG00000267666.1",12.0273169571868,-1.25014214024615,0.860914307560694,-1.45210984329938,0.146471065411674,0.22076798264948
"ENSG00000267715.1",0.167604037785474,0.429518747326761,4.99317745789509,0.0860211260161837,0.931449623339208,NA
"ENSG00000267736.1",0,NA,NA,NA,NA,NA
"ENSG00000267751.1",11.6512789329385,2.17206829447192,0.980257509748696,2.21581398037824,0.026704244593166,0.0487235339945484
"ENSG00000267755.1",0.919436338408762,0.672842843181356,4.20894631572179,0.159860162784227,0.872991230359211,NA
"ENSG00000267759.1",8.61272717061536,1.61950957602301,1.09782451716043,1.47519895093248,0.140159063428348,0.214360920537473
"ENSG00000267778.1",6.18862741657868,-3.39046620614664,1.41380822636645,-2.39810898176783,0.0164799612159325,0.0306056422581603
"ENSG00000267792.1",0,NA,NA,NA,NA,NA
"ENSG00000268798.1",12.0561821373831,0.0126345598303719,0.855101787876564,0.0147755039335688,0.98821128247821,0.98821128247821
"ENSG00000269169.1",1.39155588409447,-1.63995370587106,3.3047749930847,-0.496237628674476,0.619726765556032,0.72417509682952
"ENSG00000271846.1",0,NA,NA,NA,NA,NA
"ENSG00000272098.1",25.4123112780706,0.324483158235702,0.582596379670319,0.556960478229063,0.577554432159684,0.690409895915025
"ENSG00000272448.1",0.712479066690811,2.45627232381407,4.73823872914223,0.518393534860733,0.604183724558255,NA
"ENSG00000272473.1",1.27426195619971,1.38193242364338,3.27888029000497,0.421464738391313,0.673415754627938,0.749438098598399
